Code gare;Intitulé gare;Intitulé fronton de gare;Gare DRG;Gare étrangère;Agence gare;Région SNCF;Unité gare;UT;Nbre plateformes;N° plateforme;Intitulé plateforme;Code postal;Commune;Département - Commune;Département;Région;Longitude WGS84;Latitude WGS84;Code UIC;TVS;Segment DRG;Niveau de service;SOP;RG;Date fin validité plateforme;WGS 84
03006;Nogent-sur-Seine;Nogent-sur-Seine;Oui;Non;AG Est-Européen;REGION DE PARIS-EST;UG Et Champagne;;1;1;Nogent-sur-Seine;10400;Nogent-sur-Seine;10-268;Aube;Grand Est;3.49372888;48.49783878;0087118190;NOG;b;1;;;;48.49783878, 3.49372888
03008;Troyes;Troyes;Oui;Non;AG Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Et Champagne;;1;1;Troyes;10014;Troyes;10-387;Aube;Grand Est;4.065281;48.296069;0087118000;TOY;a;2;;;;48.296069, 4.065281
03013;Oulchy - Breny;Oulchy - Breny;Oui;Non;AG Manche-Nord;REGION DE PARIS-EST;UG Picardie;;1;1;Oulchy - Breny;02210;Breny;02-121;Aisne;Hauts-de-France;3.3524421;49.1876743;0087116699;OCH;c;1;;;;49.1876743, 3.3524421
03015;La Ferté-Milon;La Ferté-Milon;Oui;Non;AG Manche-Nord;REGION DE PARIS-EST;UG Picardie;;1;1;La Ferté-Milon;02460;Ferté-Milon;02-307;Aisne;Hauts-de-France;3.1207223;49.1797269;0087116673;LFM;c;1;;;;49.1797269, 3.1207223
03019;Isles - Armentières - Congis;Isles - Armentières - Congis;Oui;Non;AG Ile-de-France;REGION DE PARIS-EST;;;1;1;Isles - Armentières - Congis;77440;Isles-les-Meldeuses;77-231;Seine-et-Marne;Île-de-France;3.0072998;48.9980994;0087116616;IAC;c;;;;;48.9980994, 3.0072998
03028;Esbly;Esbly;Oui;Non;AG Ile-de-France;REGION DE PARIS-EST;;;1;1;Esbly;77450;Esbly;77-171;Seine-et-Marne;Île-de-France;2.81059946;48.90314191;0087116327;EYA;b;;;;;48.90314191, 2.81059946
03031;Vaires - Torcy;Vaires - Torcy;Oui;Non;AG Ile-de-France;REGION DE PARIS-EST;;;1;1;Vaires - Torcy;77360;Vaires-sur-Marne;77-479;Seine-et-Marne;Île-de-France;2.639986;48.874953;0087116293;VAI;b;;;;;48.874953, 2.639986
03035;Mortcerf;Mortcerf;Oui;Non;AG Ile-de-France;REGION DE PARIS-EST;;;1;1;Mortcerf;77163;Mortcerf;77-318;Seine-et-Marne;Île-de-France;2.9075554;48.7892191;0087116244;MOF;c;;;;;48.7892191, 2.9075554
03037;Tournan;Tournan;Oui;Non;AG Ile-de-France;REGION DE PARIS-EST;;;1;1;Tournan;77220;Tournan-en-Brie;77-470;Seine-et-Marne;Île-de-France;2.75957134;48.7393088;0087116210;TOU;b;;;;;48.7393088, 2.75957134
03043;Nangis;Nangis;Oui;Non;AG Ile-de-France;REGION DE PARIS-EST;;;1;1;Nangis;77370;Nangis;77-327;Seine-et-Marne;Île-de-France;3.012619;48.561336;0087116095;NAN;b;;;;;48.561336, 3.012619
03046;Émerainville - Pontault-Combault;Émerainville - Pontault-Combault;Oui;Non;AG Ile-de-France;REGION DE PARIS-EST;;;1;1;Émerainville - Pontault-Combault;77340;Pontault-Combault;77-373;Seine-et-Marne;Île-de-France;2.618004;48.806034;0087116046;EMR;b;;;;;48.806034, 2.618004
03051;Freinville Sevran;Freinville Sevran;Oui;Non;AG Ile-de-France;REGION DE PARIS-EST;;;1;1;Freinville Sevran;93270;Sevran;93-071;Seine-Saint-Denis;Île-de-France;2.519019;48.926637;0087113894;FSV;b;;;;;48.926637, 2.519019
03054;Gargan;Gargan;Oui;Non;AG Ile-de-France;REGION DE PARIS-EST;;;1;1;Gargan;93320;Pavillons-sous-Bois;93-057;Seine-Saint-Denis;Île-de-France;2.517109;48.908159;0087113860;GAF;b;;;;;48.908159, 2.517109
02776;Breitenbach;Breitenbach;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Breitenbach;68380;Breitenbach-Haut-Rhin;68-051;Haut-Rhin;Grand Est;7.1040522;48.0285326;0087182659;BHH;c;1;;;;48.0285326, 7.1040522
02780;Wesserling;Wesserling;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Wesserling;68470;Fellering;68-089;Haut-Rhin;Grand Est;6.997519;47.8899651;0087182618;WES;c;1;;;;47.8899651, 6.997519
02794;Turckheim;Turckheim;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Turckheim;68230;Turckheim;68-338;Haut-Rhin;Grand Est;7.279466;48.0856288;0087182352;TKM;c;1;;;;48.0856288, 7.279466
02803;Saint-Louis;Saint-Louis;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Saint-Louis;68300;Saint-Louis;68-297;Haut-Rhin;Grand Est;7.5559882;47.5906094;0087182139;STL;b;2;;;;47.5906094, 7.5559882
02805;Sierentz;Sierentz;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Sierentz;68510;Sierentz;68-309;Haut-Rhin;Grand Est;7.459142;47.656047;0087182105;SEZ;b;1;;;;47.656047, 7.459142
02811;Saint-Gilles Lycée Haut-Rhin;Saint-Gilles Lycée Haut-Rhin;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Saint-Gilles Lycée Haut-Rhin;68920;Wintzenheim;68-374;Haut-Rhin;Grand Est;7.2609746;48.0758611;0087181552;GLL;c;1;;;;48.0758611, 7.2609746
02812;Vieux-Thann Zone Industrielle;Vieux-Thann Zone Industrielle;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Vieux-Thann Zone Industrielle;68800;Vieux-Thann;68-348;Haut-Rhin;Grand Est;7.1326428;47.8020615;0087181289;VXZ;c;1;;;;47.8020615, 7.1326428
02822;Saint-Louis la Chaussée;Saint-Louis la Chaussée;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Saint-Louis la Chaussée;68300;Saint-Louis;68-297;Haut-Rhin;Grand Est;7.5312095;47.6094781;0087181016;SLU;c;1;;;;47.6094781, 7.5312095
02824;Étain;Étain;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Étain;55400;Étain;55-181;Meuse;Grand Est;5.6398079;49.2074907;0087175794;ETM;c;1;;;;49.2074907, 5.6398079
02826;Clermont-en-Argonne;Clermont-en-Argonne;Oui;Non;AG Est-Européen;REGION LORRAINE;;;1;1;Clermont-en-Argonne;55120;Clermont-en-Argonne;55-117;Meuse;Grand Est;5.06506;49.10645;0087175737;CTA;;1;;;;49.10645, 5.06506
02832;Eurville;Eurville;Oui;Non;AG Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Et Champagne;;1;1;Eurville;52410;Eurville-Bienville;52-194;Haute-Marne;Grand Est;5.0449583;48.5828713;0087175141;EVE;c;1;;;;48.5828713, 5.0449583
02834;Chevillon;Chevillon;Oui;Non;AG Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Et Champagne;;1;1;Chevillon;52170;Chevillon;52-123;Haute-Marne;Grand Est;5.1117843;48.5245505;0087175117;CIN;c;1;;;;48.5245505, 5.1117843
02836;Fronville;Fronville;Oui;Non;AG Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Et Champagne;;1;1;Fronville;52300;Fronville;52-212;Haute-Marne;Grand Est;5.1564405;48.4001829;0087175075;FST;c;1;;;;48.4001829, 5.1564405
02839;Revigny;Revigny;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Revigny;55800;Revigny-sur-Ornain;55-427;Meuse;Grand Est;4.9855736;48.8240449;0087175018;REV;c;1;;;;48.8240449, 4.9855736
02840;Saint-Dizier;Saint-Dizier;Oui;Non;AG Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Et Champagne;;1;1;Saint-Dizier;52100;Saint-Dizier;52-448;Haute-Marne;Grand Est;4.947855;48.642404;0087175000;SDZ;b;1;;;;48.642404, 4.947855
02843;Saint-Hilaire-au-Temple;Saint-Hilaire-au-Temple;Oui;Non;AG Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Et Champagne;;1;1;Saint-Hilaire-au-Temple;51400;Saint-Hilaire-au-Temple;51-485;Marne;Grand Est;4.37967;49.05593;0087174441;SHT;c;1;;;;49.05593, 4.37967
02847;Vitry-le-François;Vitry-le-François;Oui;Non;AG Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Et Champagne;;1;1;Vitry-le-François;51300;Vitry-le-François;51-649;Marne;Grand Est;4.587581;48.718142;0087174276;VYF;b;2;;;;48.718142, 4.587581
02848;Châlons-en-Champagne;Châlons-en-Champagne;Oui;Non;AG Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Et Champagne;;1;1;Châlons-en-Champagne;51000;Châlons-en-Champagne;51-108;Marne;Grand Est;4.348656;48.955252;0087174003;CMP;b;2;;;;48.955252, 4.348656
02856;Donchery;Donchery;Oui;Non;AG Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Et Champagne;;1;1;Donchery;08350;Donchery;08-142;Ardennes;Grand Est;4.8747529;49.6981267;0087172239;DEY;c;1;;;;49.6981267, 4.8747529
02860;Lumes;Lumes;Oui;Non;AG Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Et Champagne;;1;1;Lumes;08440;Lumes;08-263;Ardennes;Grand Est;4.7833571;49.7327973;0087172189;LUQ;c;1;;;;49.7327973, 4.7833571
02862;Mohon;Mohon;Oui;Non;AG Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Et Champagne;;1;1;Mohon;08000;Charleville-Mézières;08-105;Ardennes;Grand Est;4.73313;49.752584;0087172155;MNH;c;1;;;;49.752584, 4.73313
02863;Givet;Givet;Oui;Non;AG Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Et Champagne;;1;1;Givet;08600;Givet;08-190;Ardennes;Grand Est;4.81798595;50.14025067;0087172130;GVT;b;1;;;;50.14025067, 4.81798595
02864;Aubrives;Aubrives;Oui;Non;AG Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Et Champagne;;1;1;Aubrives;08320;Aubrives;08-028;Ardennes;Grand Est;4.7616512;50.1044507;0087172122;ARI;c;1;;;;50.1044507, 4.7616512
02868;Revin;Revin;Oui;Non;AG Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Et Champagne;;1;1;Revin;08500;Revin;08-363;Ardennes;Grand Est;4.642536;49.938756;0087172080;RVI;b;1;;;;49.938756, 4.642536
02874;Nouzonville;Nouzonville;Oui;Non;AG Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Et Champagne;;1;1;Nouzonville;08700;Nouzonville;08-328;Ardennes;Grand Est;4.7428155;49.8120125;0087172023;NOU;c;1;;;;49.8120125, 4.7428155
02875;Charleville-Mézières;Charleville-Mézières;Oui;Non;AG Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Et Champagne;;1;1;Charleville-Mézières;08000;Charleville-Mézières;08-105;Ardennes;Grand Est;4.724952;49.767915;0087172007;CMZ;a;2;;;;49.767915, 4.724952
02876;Champagne-Ardenne TGV;Champagne-Ardenne TGV;Oui;Non;AG Est-Européen;REGION LORRAINE;UG Et Champagne;;1;1;Champagne-Ardenne TGV;51430;Bezannes;51-058;Marne;Grand Est;3.994632;49.214806;0087171926;CGV;a;2;;;;49.214806, 3.994632
02883;Aguilcourt - Variscourt;Aguilcourt - Variscourt;Oui;Non;AG Manche-Nord;REGION CHAMPAGNE-ARDENNE;UG Picardie;;1;1;Aguilcourt - Variscourt;02190;Variscourt;02-761;Aisne;Hauts-de-France;3.973137;49.408017;0087171702;AGK;c;1;;;;49.408017, 3.973137
02884;Sept-Saulx;Sept-Saulx;Oui;Non;AG Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Et Champagne;;1;1;Sept-Saulx;51400;Sept-Saulx;51-530;Marne;Grand Est;4.2569742;49.1511332;0087171645;ZSX;c;1;;;;49.1511332, 4.2569742
02888;Rilly-la-Montagne;Rilly-la-Montagne;Oui;Non;AG Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Et Champagne;;1;1;Rilly-la-Montagne;51500;Rilly-la-Montagne;51-461;Marne;Grand Est;4.0408608;49.1664524;0087171595;RAG;c;1;;;;49.1664524, 4.0408608
02889;Germaine;Germaine;Oui;Non;AG Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Et Champagne;;1;1;Germaine;51160;Germaine;51-266;Marne;Grand Est;4.0228976;49.1277634;0087171587;GEA;c;1;;;;49.1277634, 4.0228976
02891;Ay;Ay;Oui;Non;AG Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Et Champagne;;1;1;Ay;51160;Aÿ-Champagne;51-030;Marne;Grand Est;4.0015644;49.0487318;0087171561;AYN;c;1;;;;49.0487318, 4.0015644
02892;Épernay;Épernay;Oui;Non;AG Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Et Champagne;;1;1;Épernay;51200;Épernay;51-230;Marne;Grand Est;3.959798;49.046289;0087171553;EPR;b;1;;;;49.046289, 3.959798
02900;Jonchery-sur-Vesle;Jonchery-sur-Vesle;Oui;Non;AG Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Et Champagne;;1;1;Jonchery-sur-Vesle;51140;Jonchery-sur-Vesle;51-308;Marne;Grand Est;3.819422;49.290057;0087171314;JYV;b;1;;;;49.290057, 3.819422
02906;La Plaine Stade de France - Saint-Denis - Aubervilliers;La Plaine Stade de France - Saint-Denis - Aubervilliers;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;La Plaine Stade de France - Saint-Denis - Aubervilliers;93200;Saint-Denis;93-066;Seine-Saint-Denis;Île-de-France;2.36257;48.91839;0087164798;LPN;b;;;;;48.91839, 2.36257
02908;Ker Lann;Ker Lann;Oui;Non;AG Centre-Ouest;REGION BRETAGNE;UG E.V. Bretagne;;1;1;Ker Lann;35170;Montauban-de-Bretagne;35-184;Ille-et-Vilaine;Bretagne;-1.7398306;48.0429857;0087159947;KEL;c;1;;;;48.0429857, -1.7398306
02915;Remiremont;Remiremont;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Remiremont;88200;Remiremont;88-383;Vosges;Grand Est;6.598855;48.016363;0087144451;RMT;b;2;;;;48.016363, 6.598855
02916;Éloyes;Éloyes;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Éloyes;88510;Éloyes;88-158;Vosges;Grand Est;6.6001593;48.087067;0087144436;ELS;c;1;;;;48.087067, 6.6001593
02920;Provenchères-sur-Fave;Provenchères-sur-Fave;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Provenchères-sur-Fave;88490;Provenchères-et-Colroy;88-361;Vosges;Grand Est;7.0854904;48.3046291;0087144345;PVF;c;1;;;;48.3046291, 7.0854904
02926;Vittel;Vittel;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Vittel;88800;Vittel;88-516;Vosges;Grand Est;5.9418718;48.2024882;0087144279;VIT;c;1;;;;48.2024882, 5.9418718
02930;Corcieux Vanémont;Corcieux Vanémont;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Corcieux Vanémont;88430;Houssière;88-244;Vosges;Grand Est;6.8772915;48.1982842;0087144196;CXV;c;1;;;;48.1982842, 6.8772915
02933;Bruyères;Bruyères;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Bruyères;88600;Bruyères;88-078;Vosges;Grand Est;6.7187638;48.204895;0087144154;BUY;c;1;;;;48.204895, 6.7187638
02936;Raves - Ban-de-Laveline;Raves - Ban-de-Laveline;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Raves - Ban-de-Laveline;88520;Raves;88-375;Vosges;Grand Est;7.0378799;48.265723;0087144105;RVB;c;1;;;;48.265723, 7.0378799
02939;Châtel - Nomexy;Châtel - Nomexy;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Châtel - Nomexy;88330;Nomexy;88-327;Vosges;Grand Est;6.387807;48.307156;0087144071;CEO;b;1;;;;48.307156, 6.387807
02942;Lépanges;Lépanges;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Lépanges;88600;Lépanges-sur-Vologne;88-266;Vosges;Grand Est;6.6722884;48.1727165;0087144048;LPV;c;1;;;;48.1727165, 6.6722884
02946;Vraincourt;Vraincourt;Oui;Non;AG Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Et Champagne;;1;1;Vraincourt;52310;Vraincourt;52-548;Haute-Marne;Grand Est;5.1239383;48.2366981;0087143024;VWV;c;1;;;;48.2366981, 5.1239383
02951;Gudmont;Gudmont;Oui;Non;AG Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Et Champagne;;1;1;Gudmont;52320;Gudmont-Villiers;52-230;Haute-Marne;Grand Est;5.1408271;48.3382279;0087142265;GDM;c;1;;;;48.3382279, 5.1408271
02957;Langres;Langres;Oui;Non;AG Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Et Champagne;;1;1;Langres;52200;Langres;52-269;Haute-Marne;Grand Est;5.3444064;47.8769474;0087142091;LAG;c;1;;;;47.8769474, 5.3444064
02959;Pont-à-Mousson;Pont-à-Mousson;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Pont-à-Mousson;54700;Pont-à-Mousson;54-431;Meurthe-et-Moselle;Grand Est;6.050842;48.900580;0087141820;PAM;b;1;;;;48.90058, 6.050842
02966;Vézelise;Vézelise;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Vézelise;54330;Vézelise;54-563;Meurthe-et-Moselle;Grand Est;6.1006508;48.4805518;0087141606;VZL;c;1;;;;48.4805518, 6.1006508
02969;Pulligny - Autrey;Pulligny - Autrey;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Pulligny - Autrey;54160;Autrey;54-032;Meurthe-et-Moselle;Grand Est;6.1374765;48.5360716;0087141564;PUI;c;1;;;;48.5360716, 6.1374765
02972;Bainville-sur-Madon;Bainville-sur-Madon;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Bainville-sur-Madon;54550;Bainville-sur-Madon;54-043;Meurthe-et-Moselle;Grand Est;6.099327;48.5863794;0087141531;BNK;c;1;;;;48.5863794, 6.099327
02974;Neuves-Maisons;Neuves-Maisons;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Neuves-Maisons;54230;Neuves-Maisons;54-397;Meurthe-et-Moselle;Grand Est;6.1078904;48.6147666;0087141507;NAS;c;1;;;;48.6147666, 6.1078904
02985;Neufchâteau;Neufchâteau;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Neufchâteau;88300;Neufchâteau;88-321;Vosges;Grand Est;5.6904018;48.3583428;0087141291;NCH;c;1;;;;48.3583428, 5.6904018
02987;Einvaux;Einvaux;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Einvaux;54360;Einvaux;54-175;Meurthe-et-Moselle;Grand Est;6.3932959;48.5034859;0087141200;EIN;c;1;;;;48.5034859, 6.3932959
02988;Lunéville;Lunéville;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Lunéville;54300;Lunéville;54-329;Meurthe-et-Moselle;Grand Est;6.497270;48.588233;0087141150;LNE;b;2;;;;48.588233, 6.49727
02995;Champigneulles;Champigneulles;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Champigneulles;54250;Champigneulles;54-115;Meurthe-et-Moselle;Grand Est;6.16913;48.73499;0087141085;CHG;c;1;;;;48.73499, 6.16913
02996;Frouard;Frouard;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Frouard;54390;Frouard;54-215;Meurthe-et-Moselle;Grand Est;6.14411;48.75545;0087141077;FRD;c;1;;;;48.75545, 6.14411
02999;Toul;Toul;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Toul;54200;Toul;54-528;Meurthe-et-Moselle;Grand Est;5.880615;48.679018;0087141044;TOL;b;2;;;;48.679018, 5.880615
03003;Brion - Montréal-la-Cluse;Brion - Montréal-la-Cluse;Oui;Non;AG Centre Est Rhône Alpin;REGION ALPES;UG EEV ALPES;;1;1;Brion - Montréal-la-Cluse;01460;Brion;01-063;Ain;Auvergne-Rhône-Alpes;5.5585203;46.1757013;0087131961;BMC;c;1;;;;46.1757013, 5.5585203
03014;Neuilly-Saint-Front;Neuilly-Saint-Front;Oui;Non;AG Manche-Nord;REGION DE PARIS-EST;UG Picardie;;1;1;Neuilly-Saint-Front;02470;Neuilly-Saint-Front;02-543;Aisne;Hauts-de-France;3.2710249;49.1871466;0087116681;NSF;c;1;;;;49.1871466, 3.2710249
03017;Crouy-sur-Ourcq;Crouy-sur-Ourcq;Oui;Non;AG Ile-de-France;REGION DE PARIS-EST;;;1;1;Crouy-sur-Ourcq;77840;Crouy-sur-Ourcq;77-148;Seine-et-Marne;Île-de-France;3.063081;49.091821;0087116640;CQQ;b;;;;;49.091821, 3.063081
03023;Nanteuil - Saâcy;Nanteuil - Saâcy;Oui;Non;AG Ile-de-France;REGION DE PARIS-EST;;;1;1;Nanteuil - Saâcy;77730;Saâcy-sur-Marne;77-397;Seine-et-Marne;Île-de-France;3.2200172;48.9738082;0087116558;NAU;b;;;;;48.9738082, 3.2200172
03026;Trilport;Trilport;Oui;Non;AG Ile-de-France;REGION DE PARIS-EST;;;1;1;Trilport;77470;Trilport;77-475;Seine-et-Marne;Île-de-France;2.94953688;48.96013551;0087116491;TLP;b;;;;;48.96013551, 2.94953688
03034;Guérard - La Celle-sur-Morin;Guérard - La Celle-sur-Morin;Oui;Non;AG Ile-de-France;REGION DE PARIS-EST;;;1;1;Guérard - La Celle-sur-Morin;77580;Guérard;77-219;Seine-et-Marne;Île-de-France;2.954783;48.810588;0087116269;GCM;b;;;;;48.810588, 2.954783
03050;Champbenoist Poigny;Champbenoist Poigny;Oui;Non;AG Ile-de-France;REGION DE PARIS-EST;;;1;1;Champbenoist Poigny;77160;Poigny;77-368;Seine-et-Marne;Île-de-France;3.287434;48.545567;0087115873;CPK;b;;;;;48.545567, 3.287434
03055;Les Pavillons-sous-Bois;Les Pavillons-sous-Bois;Oui;Non;AG Ile-de-France;REGION DE PARIS-EST;;;1;1;Les Pavillons-sous-Bois;93320;Pavillons-sous-Bois;93-057;Seine-Saint-Denis;Île-de-France;2.511781;48.902418;0087113852;PVB;b;;;;;48.902418, 2.511781
03063;Rosny Bois Perrier;Rosny Bois Perrier;Oui;Non;AG Ile-de-France;REGION DE PARIS-EST;;;1;1;Rosny Bois Perrier;93110;Rosny-sous-Bois;93-064;Seine-Saint-Denis;Île-de-France;2.480987;48.882568;0087113696;RBI;b;;;;;48.882568, 2.480987
03067;Bondy;Bondy;Oui;Non;AG Ile-de-France;REGION DE PARIS-EST;;;1;1;Bondy;93140;Bondy;93-010;Seine-Saint-Denis;Île-de-France;2.478600;48.894208;0087113407;BDY;b;;;;;48.894208, 2.4786
03068;Noisy-le-Sec;Noisy-le-Sec;Oui;Non;AG Ile-de-France;REGION DE PARIS-EST;;;1;1;Noisy-le-Sec;93130;Noisy-le-Sec;93-053;Seine-Saint-Denis;Île-de-France;2.459306;48.896288;0087113217;NSY;b;;;;;48.896288, 2.459306
03073;Porte de Clichy;Porte de Clichy;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Porte de Clichy;75017;Paris;75-056;Paris;Île-de-France;2.31462;48.89399;0087111278;PCL;b;;;;;48.89399, 2.31462
03076;La Barasse;La Barasse;Oui;Non;AG Méditerranée;REGION PROVENCE ALPES COTE D'AZUR;;;1;1;La Barasse;13011;Marseille;13-055;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;5.4845101;43.2858384;0087635581;;c;1;;;;43.2858384, 5.4845101
03089;Lurbe-Saint-Christau;Lurbe-Saint-Christau;Oui;Non;AG Sud-Ouest;;UG EEV Aquitaine;;1;1;Lurbe-Saint-Christau;64660;Lurbe-Saint-Christau;64-360;Pyrénées-Atlantiques;Nouvelle-Aquitaine;-0.60408;43.12099;0087672741;;c;;;;;43.12099, -0.60408
03090;Labergement-Sainte-Marie;Labergement-Sainte-Marie;Oui;Non;AG Centre Est Rhône Alpin;;;;1;1;Labergement-Sainte-Marie;25160;Labergement-Sainte-Marie;25-320;Doubs;Bourgogne-Franche-Comté;6.28011;46.77632;0087715219;;c;;;;;46.77632, 6.28011
03095;Morvillars;Morvillars;Oui;Non;AG Centre Est Rhône Alpin;;;;1;1;Morvillars;90120;Morvillars;90-072;Territoire de Belfort;Bourgogne-Franche-Comté;6.93511;47.54952;0087184424;;c;;;;;47.54952, 6.93511
03096;Sevenans;Sevenans;Oui;Non;AG Centre Est Rhône Alpin;;UG TER Pays de la Loire;;1;1;Sevenans;90400;Sevenans;90-094;Territoire de Belfort;Bourgogne-Franche-Comté;;;0087000028;;c;;;;;
03211;Sarrance;;Oui;Non;AG Sud-Ouest;;;;1;1;Sarrance;;;;;;-0.599962;43.0496;0087672766;;c;;;;;43.0496, -0.599962
00004;Cerbère;Cerbère;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Cerbère;66290;Cerbère;66-048;Pyrénées-Orientales;Occitanie;3.1634033;42.4417732;0087785006;CER;c;1;;;;42.4417732, 3.1634033
00005;Bena Fanes;Bena Fanes;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Bena Fanes;66760;Enveitg;66-066;Pyrénées-Orientales;Occitanie;1.9167264;42.4580782;0087784892;BFA;c;1;;;;42.4580782, 1.9167264
00007;Bourg-Madame;Bourg-Madame;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Bourg-Madame;66760;Bourg-Madame;66-025;Pyrénées-Orientales;Occitanie;1.9486704;42.4324069;0087784876;BMD;c;1;;;;42.4324069, 1.9486704
00019;Thuès Carença;Thuès Carença;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Thuès Carença;66360;Thuès-Entre-Valls;66-209;Pyrénées-Orientales;Occitanie;2.2227279;42.5229486;0087784751;THG;c;1;;;;42.5229486, 2.2227279
00023;Joncet;Joncet;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Joncet;66193;Serdinya;66-193;Pyrénées-Orientales;Occitanie;2.3111464;42.5615245;0087784710;JCT;c;1;;;;42.5615245, 2.3111464
00024;Serdinya;Serdinya;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Serdinya;66360;Serdinya;66-193;Pyrénées-Orientales;Occitanie;2.3230869;42.567023;0087784702;ZDI;c;1;;;;42.567023, 2.3230869
00026;Ria;Ria;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Ria;66500;Ria-Sirach;66-161;Pyrénées-Orientales;Occitanie;2.3907488;42.6034078;0087784660;RAJ;c;1;;;;42.6034078, 2.3907488
